PARTKEY|NAME|MFGR|BRAND|TYPE|SIZE|CONTAINER|RETAILPRICE|COMMENT
1684|wheat brown gainsboro green ghost|Manufacturer#2           |Brand#23  |LARGE BRUSHED NICKEL|26|LG JAR    |75.00|no|
1685|frosted aquamarine sandy lace rosy|Manufacturer#3           |Brand#34  |ECONOMY BRUSHED COPPER|48|MED JAR   |75.00|no|
1686|ivory smoke papaya turquoise purple|Manufacturer#2           |Brand#21  |MEDIUM BURNISHED STEEL|23|SM BAG    |75.00|no|
1687|cream burnished steel royal lemon|Manufacturer#5           |Brand#54  |STANDARD POLISHED NICKEL|6|JUMBO PKG |75.00|no|
1688|chartreuse brown peach drab snow|Manufacturer#5           |Brand#54  |ECONOMY POLISHED NICKEL|22|MED JAR   |75.00|no|
1689|moccasin gainsboro red frosted rosy|Manufacturer#2           |Brand#22  |LARGE BURNISHED STEEL|7|SM JAR    |75.00|no|
1690|hot yellow navy spring metallic|Manufacturer#3           |Brand#33  |SMALL POLISHED NICKEL|34|JUMBO CASE|76.00|no|
1691|antique saddle almond lawn lemon|Manufacturer#5           |Brand#55  |PROMO BURNISHED BRASS|12|SM BOX    |76.00|no|
1692|green drab puff honeydew cyan|Manufacturer#5           |Brand#52  |SMALL BRUSHED TIN|31|MED DRUM  |76.00|no|
1693|wheat floral snow rose orchid|Manufacturer#2           |Brand#21  |LARGE BRUSHED BRASS|27|MED PKG   |76.00|no|
1694|spring burlywood cornsilk saddle sienna|Manufacturer#3           |Brand#31  |STANDARD BURNISHED NICKEL|33|WRAP BAG  |76.00|no|
1695|ghost maroon green khaki plum|Manufacturer#3           |Brand#35  |PROMO POLISHED BRASS|28|SM CAN    |76.00|no|
1696|dark floral beige hot cornflower|Manufacturer#1           |Brand#11  |SMALL PLATED COPPER|46|SM DRUM   |76.00|no|
1697|midnight moccasin blush royal black|Manufacturer#3           |Brand#35  |LARGE BURNISHED STEEL|44|WRAP BOX  |76.00|no|
1698|purple black moccasin medium green|Manufacturer#3           |Brand#33  |PROMO BRUSHED BRASS|30|MED PACK  |76.00|no|
1699|tan lemon goldenrod firebrick rose|Manufacturer#4           |Brand#44  |ECONOMY BRUSHED STEEL|26|LG BOX    |77.00|no|
1700|blush beige goldenrod red yellow|Manufacturer#1           |Brand#12  |ECONOMY PLATED NICKEL|27|MED JAR   |77.00|no|
1701|orchid blanched hot firebrick dark|Manufacturer#2           |Brand#22  |STANDARD PLATED COPPER|20|JUMBO BOX |77.00|no|
1702|indian cornflower cream rosy royal|Manufacturer#1           |Brand#13  |MEDIUM BRUSHED NICKEL|26|MED CASE  |77.00|no|
1703|ghost gainsboro blush royal green|Manufacturer#2           |Brand#22  |ECONOMY PLATED BRASS|40|LG DRUM   |77.00|no|
1704|almond smoke wheat seashell powder|Manufacturer#2           |Brand#24  |SMALL BURNISHED NICKEL|48|JUMBO CASE|77.00|no|
1705|floral pale cornflower metallic spring|Manufacturer#2           |Brand#25  |PROMO BURNISHED STEEL|18|WRAP PACK |77.00|no|
1706|mint dodger smoke coral tomato|Manufacturer#1           |Brand#13  |ECONOMY BRUSHED BRASS|7|JUMBO PKG |77.00|no|
1707|misty plum sienna powder tan|Manufacturer#5           |Brand#51  |LARGE POLISHED NICKEL|46|WRAP BAG  |77.00|no|
1708|rose hot powder peach red|Manufacturer#2           |Brand#21  |ECONOMY BRUSHED COPPER|30|MED PACK  |77.00|no|
1709|saddle royal lemon wheat lime|Manufacturer#5           |Brand#55  |LARGE ANODIZED COPPER|7|SM PACK   |78.00|no|
1710|cornsilk khaki olive navy tan|Manufacturer#4           |Brand#43  |PROMO BURNISHED STEEL|3|JUMBO BOX |78.00|no|
1711|cornsilk burnished black blanched turquoise|Manufacturer#5           |Brand#55  |MEDIUM BRUSHED TIN|45|LG BAG    |78.00|no|
1712|olive snow saddle lawn linen|Manufacturer#2           |Brand#25  |LARGE POLISHED STEEL|1|JUMBO CASE|78.00|no|
1713|blanched peach salmon chiffon azure|Manufacturer#2           |Brand#24  |PROMO BRUSHED STEEL|12|WRAP PACK |78.00|no|
1714|brown lime sky purple salmon|Manufacturer#3           |Brand#31  |MEDIUM POLISHED TIN|44|MED CAN   |78.00|no|
1715|chiffon pink bisque yellow frosted|Manufacturer#4           |Brand#44  |ECONOMY PLATED COPPER|37|LG CASE   |78.00|no|
1716|bisque navajo cream olive tan|Manufacturer#3           |Brand#32  |SMALL BRUSHED COPPER|12|WRAP DRUM |78.00|no|
1717|bisque misty firebrick lemon dodger|Manufacturer#3           |Brand#33  |SMALL BURNISHED TIN|21|MED JAR   |78.00|no|
1718|mint deep frosted yellow cream|Manufacturer#2           |Brand#24  |STANDARD POLISHED NICKEL|14|WRAP JAR  |79.00|no|
1719|lace cornflower spring pink plum|Manufacturer#5           |Brand#52  |ECONOMY POLISHED NICKEL|29|JUMBO JAR |79.00|no|
1720|rosy white blush ghost aquamarine|Manufacturer#3           |Brand#35  |ECONOMY ANODIZED NICKEL|1|WRAP CASE |79.00|no|
1721|spring pale navajo purple dodger|Manufacturer#1           |Brand#15  |ECONOMY BURNISHED STEEL|39|SM PACK   |79.00|no|
1722|olive misty orange navy cream|Manufacturer#5           |Brand#55  |STANDARD PLATED TIN|44|WRAP CAN  |79.00|no|
1723|wheat dim moccasin royal seashell|Manufacturer#5           |Brand#55  |LARGE BRUSHED TIN|50|WRAP PACK |79.00|no|
1724|dim orange dodger khaki light|Manufacturer#3           |Brand#33  |ECONOMY PLATED STEEL|34|WRAP CASE |79.00|no|
1725|frosted violet seashell linen sienna|Manufacturer#5           |Brand#51  |STANDARD ANODIZED BRASS|22|LG CAN    |79.00|no|
1726|navy dim mint saddle floral|Manufacturer#3           |Brand#35  |LARGE PLATED COPPER|28|JUMBO JAR |79.00|no|
1727|dim puff frosted brown sky|Manufacturer#3           |Brand#33  |SMALL PLATED BRASS|6|WRAP CAN  |80.00|no|
1728|lace sky gainsboro dark ivory|Manufacturer#5           |Brand#55  |SMALL POLISHED BRASS|10|LG PACK   |80.00|no|
1729|burnished cornsilk chiffon plum forest|Manufacturer#3           |Brand#33  |SMALL BRUSHED COPPER|17|WRAP BAG  |80.00|no|
1730|lavender grey chiffon gainsboro papaya|Manufacturer#1           |Brand#13  |ECONOMY BRUSHED COPPER|47|MED PACK  |80.00|no|
1731|beige lemon forest lace plum|Manufacturer#3           |Brand#32  |ECONOMY PLATED STEEL|40|MED DRUM  |80.00|no|
1732|peru tan white chocolate navy|Manufacturer#1           |Brand#15  |LARGE BURNISHED COPPER|6|LG DRUM   |80.00|no|
1733|chiffon goldenrod grey light coral|Manufacturer#3           |Brand#33  |STANDARD PLATED NICKEL|8|WRAP DRUM |80.00|no|
1734|tan pink coral snow honeydew|Manufacturer#5           |Brand#54  |PROMO POLISHED NICKEL|42|LG CASE   |80.00|no|
1735|white frosted maroon ghost yellow|Manufacturer#4           |Brand#44  |STANDARD PLATED TIN|7|JUMBO JAR |80.00|no|
1736|dim orange beige plum navy|Manufacturer#2           |Brand#24  |ECONOMY POLISHED NICKEL|38|SM PKG    |81.00|no|
1737|puff bisque moccasin mint chiffon|Manufacturer#3           |Brand#32  |ECONOMY POLISHED BRASS|29|WRAP PKG  |81.00|no|
1738|olive goldenrod magenta metallic lime|Manufacturer#5           |Brand#52  |LARGE ANODIZED NICKEL|4|WRAP CAN  |81.00|no|
1739|honeydew saddle orange white sandy|Manufacturer#2           |Brand#24  |MEDIUM BURNISHED COPPER|47|JUMBO BOX |81.00|no|
1740|dim grey gainsboro chiffon aquamarine|Manufacturer#2           |Brand#21  |STANDARD BURNISHED TIN|16|WRAP CAN  |81.00|no|
1741|dark violet medium frosted goldenrod|Manufacturer#5           |Brand#52  |SMALL ANODIZED STEEL|9|JUMBO BAG |81.00|no|
1742|powder rose lemon maroon papaya|Manufacturer#5           |Brand#54  |STANDARD BURNISHED BRASS|43|WRAP DRUM |81.00|no|
1743|blue spring grey bisque orange|Manufacturer#3           |Brand#31  |LARGE PLATED STEEL|30|JUMBO JAR |81.00|no|
1744|cream lavender black grey royal|Manufacturer#2           |Brand#24  |LARGE POLISHED BRASS|27|JUMBO BOX |81.00|no|
1745|burnished azure sienna navajo peru|Manufacturer#3           |Brand#31  |SMALL BURNISHED COPPER|24|MED PKG   |82.00|no|
1746|forest lime maroon hot coral|Manufacturer#1           |Brand#13  |MEDIUM POLISHED NICKEL|37|WRAP DRUM |82.00|no|
1747|burnished peru lawn cyan sienna|Manufacturer#5           |Brand#55  |SMALL BURNISHED COPPER|28|LG CAN    |82.00|no|
1748|smoke beige royal magenta lavender|Manufacturer#4           |Brand#45  |ECONOMY POLISHED STEEL|34|JUMBO CAN |82.00|no|
1749|burnished turquoise forest smoke plum|Manufacturer#3           |Brand#32  |LARGE BURNISHED COPPER|29|MED CASE  |82.00|no|
1750|sandy pink turquoise magenta saddle|Manufacturer#2           |Brand#23  |SMALL PLATED NICKEL|44|JUMBO BAG |82.00|no|
1751|sienna pale royal cream midnight|Manufacturer#2           |Brand#21  |ECONOMY PLATED COPPER|24|SM CASE   |82.00|no|
1752|pale cyan lawn medium smoke|Manufacturer#1           |Brand#11  |PROMO BRUSHED NICKEL|22|SM PACK   |82.00|no|
1753|beige smoke slate steel lavender|Manufacturer#2           |Brand#24  |ECONOMY POLISHED TIN|50|MED PACK  |82.00|no|
1754|tan gainsboro dim azure spring|Manufacturer#1           |Brand#11  |LARGE BURNISHED NICKEL|39|LG CASE   |83.00|no|
1755|maroon mint drab deep white|Manufacturer#4           |Brand#41  |ECONOMY PLATED STEEL|43|LG PACK   |83.00|no|
1756|powder olive turquoise plum tan|Manufacturer#5           |Brand#52  |ECONOMY POLISHED COPPER|10|WRAP CASE |83.00|no|
1757|dark moccasin snow lavender salmon|Manufacturer#4           |Brand#43  |ECONOMY BRUSHED BRASS|33|SM DRUM   |83.00|no|
1758|gainsboro white medium spring navajo|Manufacturer#1           |Brand#13  |PROMO ANODIZED NICKEL|39|MED DRUM  |83.00|no|
1759|dim spring tan turquoise dodger|Manufacturer#1           |Brand#15  |PROMO POLISHED TIN|43|SM BAG    |83.00|no|
1760|floral metallic lawn deep sky|Manufacturer#2           |Brand#22  |STANDARD PLATED NICKEL|3|LG BOX    |83.00|no|
1761|peru rose green metallic blanched|Manufacturer#4           |Brand#41  |STANDARD ANODIZED BRASS|42|SM JAR    |83.00|no|
1762|medium chocolate dodger papaya slate|Manufacturer#3           |Brand#34  |SMALL BURNISHED COPPER|7|SM DRUM   |83.00|no|
1763|turquoise wheat smoke puff steel|Manufacturer#2           |Brand#22  |LARGE BURNISHED TIN|36|SM BAG    |84.00|no|
1764|misty indian blanched dark plum|Manufacturer#5           |Brand#51  |SMALL BRUSHED TIN|13|JUMBO BAG |84.00|no|
1765|saddle ivory lime papaya lace|Manufacturer#2           |Brand#24  |PROMO ANODIZED STEEL|50|JUMBO DRUM|84.00|no|
1766|pink plum sandy linen goldenrod|Manufacturer#3           |Brand#33  |MEDIUM BRUSHED TIN|18|JUMBO BOX |84.00|no|
1767|seashell deep peru puff coral|Manufacturer#4           |Brand#42  |ECONOMY POLISHED TIN|1|WRAP BOX  |84.00|no|
1768|puff black seashell blush forest|Manufacturer#5           |Brand#54  |MEDIUM ANODIZED NICKEL|10|LG DRUM   |84.00|no|
1769|ghost indian brown purple cyan|Manufacturer#5           |Brand#55  |LARGE BRUSHED NICKEL|9|WRAP DRUM |84.00|no|
1770|aquamarine snow powder cornsilk hot|Manufacturer#5           |Brand#55  |STANDARD PLATED TIN|24|WRAP PKG  |84.00|no|
1771|ghost steel thistle honeydew pink|Manufacturer#4           |Brand#42  |MEDIUM PLATED NICKEL|2|WRAP JAR  |84.00|no|
1772|dark hot grey peach black|Manufacturer#4           |Brand#44  |PROMO POLISHED STEEL|6|MED BAG   |84.00|no|
1773|sandy turquoise indian steel tan|Manufacturer#5           |Brand#52  |LARGE ANODIZED TIN|12|MED JAR   |85.00|no|
1774|khaki lavender rose tomato thistle|Manufacturer#4           |Brand#45  |LARGE PLATED STEEL|22|SM DRUM   |85.00|no|
1775|white dim green aquamarine turquoise|Manufacturer#4           |Brand#41  |STANDARD ANODIZED STEEL|12|LG PKG    |85.00|no|
1776|dark linen orange plum seashell|Manufacturer#2           |Brand#24  |PROMO PLATED NICKEL|13|JUMBO CAN |85.00|no|
1777|burnished black almond white violet|Manufacturer#3           |Brand#33  |ECONOMY PLATED STEEL|48|WRAP JAR  |85.00|no|
1778|honeydew sky salmon misty lavender|Manufacturer#3           |Brand#32  |SMALL ANODIZED TIN|9|JUMBO DRUM|85.00|no|
1779|rose wheat cream chartreuse goldenrod|Manufacturer#5           |Brand#53  |LARGE PLATED BRASS|9|LG DRUM   |85.00|no|
1780|linen metallic smoke sky puff|Manufacturer#3           |Brand#31  |STANDARD PLATED TIN|38|JUMBO JAR |85.00|no|
1781|black indian forest hot olive|Manufacturer#4           |Brand#45  |PROMO ANODIZED BRASS|11|WRAP CAN  |85.00|no|
1782|firebrick seashell olive ivory mint|Manufacturer#5           |Brand#51  |STANDARD BURNISHED COPPER|19|WRAP JAR  |86.00|no|
1783|honeydew yellow dodger midnight purple|Manufacturer#3           |Brand#34  |ECONOMY ANODIZED BRASS|30|WRAP PACK |86.00|no|
1784|dim blanched sienna indian sandy|Manufacturer#2           |Brand#23  |PROMO BRUSHED NICKEL|34|MED PKG   |86.00|no|
1785|chocolate dim honeydew orange dodger|Manufacturer#3           |Brand#33  |SMALL BRUSHED STEEL|42|JUMBO CASE|86.00|no|
1786|floral brown burnished blue metallic|Manufacturer#3           |Brand#34  |STANDARD PLATED STEEL|11|MED PACK  |86.00|no|
1787|lemon indian azure orange steel|Manufacturer#5           |Brand#54  |PROMO ANODIZED COPPER|38|LG CASE   |86.00|no|
1788|dim hot bisque lime smoke|Manufacturer#3           |Brand#31  |PROMO PLATED STEEL|34|JUMBO BOX |86.00|no|
1789|lavender chartreuse turquoise rose peach|Manufacturer#2           |Brand#21  |PROMO PLATED STEEL|29|WRAP PKG  |86.00|no|
1790|blush peru gainsboro dodger sandy|Manufacturer#3           |Brand#32  |ECONOMY PLATED COPPER|31|MED CAN   |86.00|no|
1791|smoke coral floral turquoise goldenrod|Manufacturer#1           |Brand#14  |LARGE BRUSHED NICKEL|18|WRAP PACK |87.00|no|
1792|red rose brown saddle steel|Manufacturer#4           |Brand#42  |SMALL PLATED TIN|30|SM PACK   |87.00|no|
1793|turquoise thistle purple salmon dim|Manufacturer#1           |Brand#13  |ECONOMY BURNISHED NICKEL|27|LG PKG    |87.00|no|
1794|slate green blush thistle linen|Manufacturer#3           |Brand#32  |ECONOMY BRUSHED NICKEL|11|SM PKG    |87.00|no|
1795|beige thistle smoke moccasin rose|Manufacturer#4           |Brand#43  |ECONOMY ANODIZED TIN|13|MED JAR   |87.00|no|
1796|snow forest sky chartreuse olive|Manufacturer#4           |Brand#42  |LARGE POLISHED BRASS|6|JUMBO CASE|87.00|no|
1797|floral blush snow linen almond|Manufacturer#4           |Brand#44  |LARGE BRUSHED NICKEL|25|LG CAN    |87.00|no|
1798|olive lawn coral dim maroon|Manufacturer#4           |Brand#45  |PROMO PLATED NICKEL|3|SM PACK   |87.00|no|
1799|chiffon bisque sienna black royal|Manufacturer#5           |Brand#51  |ECONOMY PLATED COPPER|15|SM CAN    |87.00|no|
1800|orange sky tomato saddle olive|Manufacturer#2           |Brand#22  |LARGE BURNISHED NICKEL|8|SM BAG    |88.00|no|
1801|ivory grey seashell smoke bisque|Manufacturer#4           |Brand#44  |ECONOMY BRUSHED STEEL|40|WRAP BOX  |88.00|no|
1802|lawn burnished smoke wheat snow|Manufacturer#1           |Brand#11  |PROMO BURNISHED TIN|32|SM PACK   |88.00|no|
1803|indian lavender plum gainsboro midnight|Manufacturer#1           |Brand#14  |STANDARD BRUSHED NICKEL|15|JUMBO CAN |88.00|no|
1804|ghost white drab green wheat|Manufacturer#1           |Brand#13  |MEDIUM BRUSHED TIN|33|WRAP BOX  |88.00|no|
1805|gainsboro coral frosted misty grey|Manufacturer#5           |Brand#54  |MEDIUM POLISHED STEEL|43|LG PACK   |88.00|no|
1806|chocolate pale blue sienna smoke|Manufacturer#2           |Brand#24  |MEDIUM BRUSHED TIN|16|MED CAN   |88.00|no|
1807|mint blue chiffon honeydew drab|Manufacturer#4           |Brand#43  |LARGE ANODIZED COPPER|44|JUMBO CASE|88.00|no|
1808|sandy spring yellow purple seashell|Manufacturer#2           |Brand#23  |LARGE ANODIZED COPPER|13|LG PKG    |88.00|no|
1809|medium magenta papaya lemon dodger|Manufacturer#2           |Brand#21  |ECONOMY ANODIZED NICKEL|13|JUMBO DRUM|89.00|no|
1810|metallic chocolate tomato chiffon azure|Manufacturer#4           |Brand#44  |LARGE BRUSHED TIN|11|SM CAN    |89.00|no|
1811|moccasin royal turquoise lime navajo|Manufacturer#2           |Brand#22  |SMALL BURNISHED NICKEL|42|JUMBO CAN |89.00|no|
1812|burlywood blue magenta grey forest|Manufacturer#3           |Brand#31  |LARGE POLISHED STEEL|4|WRAP JAR  |89.00|no|
1813|dim saddle lace violet seashell|Manufacturer#5           |Brand#51  |LARGE PLATED COPPER|48|JUMBO BOX |89.00|no|
1814|maroon chiffon metallic wheat chartreuse|Manufacturer#5           |Brand#54  |PROMO POLISHED STEEL|42|MED DRUM  |89.00|no|
1815|cornflower green sandy chiffon cyan|Manufacturer#5           |Brand#53  |SMALL ANODIZED TIN|37|SM CAN    |89.00|no|
1816|burlywood cyan rose lavender sky|Manufacturer#2           |Brand#21  |MEDIUM BRUSHED TIN|13|SM BAG    |89.00|no|
1817|sandy mint light medium saddle|Manufacturer#4           |Brand#41  |STANDARD ANODIZED COPPER|40|MED DRUM  |89.00|no|
1818|dim tan peru floral blanched|Manufacturer#4           |Brand#44  |MEDIUM PLATED NICKEL|30|WRAP CAN  |90.00|no|
1819|turquoise deep salmon dodger sienna|Manufacturer#3           |Brand#33  |MEDIUM POLISHED NICKEL|18|WRAP DRUM |90.00|no|
1820|ivory burnished rosy plum cornflower|Manufacturer#3           |Brand#35  |PROMO POLISHED BRASS|26|WRAP CAN  |90.00|no|
1821|orchid gainsboro dim chiffon rose|Manufacturer#2           |Brand#25  |ECONOMY POLISHED STEEL|39|JUMBO PKG |90.00|no|
1822|smoke hot misty steel lavender|Manufacturer#3           |Brand#33  |MEDIUM POLISHED TIN|2|LG DRUM   |90.00|no|
1823|saddle ivory khaki puff bisque|Manufacturer#5           |Brand#55  |ECONOMY POLISHED BRASS|24|MED BOX   |90.00|no|
1824|lavender indian beige peru antique|Manufacturer#5           |Brand#54  |STANDARD PLATED BRASS|1|SM BAG    |90.00|no|
1825|burnished frosted ghost olive powder|Manufacturer#5           |Brand#55  |MEDIUM ANODIZED TIN|27|WRAP PKG  |90.00|no|
1826|beige olive tan pale lace|Manufacturer#5           |Brand#55  |PROMO POLISHED TIN|38|SM CASE   |90.00|no|
1827|beige steel tomato chiffon burnished|Manufacturer#5           |Brand#52  |PROMO PLATED STEEL|34|SM CAN    |91.00|no|
1828|saddle thistle gainsboro spring metallic|Manufacturer#1           |Brand#14  |MEDIUM BRUSHED COPPER|10|JUMBO BAG |91.00|no|
1829|aquamarine powder orange yellow lace|Manufacturer#2           |Brand#25  |STANDARD ANODIZED NICKEL|25|LG CASE   |91.00|no|
1830|khaki aquamarine lawn puff royal|Manufacturer#2           |Brand#21  |ECONOMY ANODIZED STEEL|19|LG BOX    |91.00|no|
1831|pale drab lemon mint sienna|Manufacturer#4           |Brand#43  |MEDIUM BURNISHED COPPER|37|MED PACK  |91.00|no|
1832|chartreuse hot magenta purple thistle|Manufacturer#4           |Brand#43  |STANDARD ANODIZED BRASS|3|LG PKG    |91.00|no|
1833|honeydew cornsilk lime red violet|Manufacturer#4           |Brand#42  |LARGE BRUSHED TIN|17|SM BAG    |91.00|no|
1834|puff violet tan deep forest|Manufacturer#3           |Brand#35  |PROMO BURNISHED NICKEL|29|JUMBO JAR |91.00|no|
1835|spring thistle orange light antique|Manufacturer#3           |Brand#34  |ECONOMY PLATED STEEL|39|SM BOX    |91.00|no|
1836|white burlywood chocolate powder beige|Manufacturer#4           |Brand#43  |SMALL BRUSHED TIN|4|MED BAG   |92.00|no|
1837|wheat lawn brown peach mint|Manufacturer#4           |Brand#43  |LARGE PLATED COPPER|10|SM JAR    |92.00|no|
1838|lace bisque moccasin peru navajo|Manufacturer#4           |Brand#45  |SMALL BRUSHED BRASS|35|MED JAR   |92.00|no|
1839|maroon medium orange cornsilk white|Manufacturer#5           |Brand#54  |LARGE BRUSHED STEEL|5|LG DRUM   |92.00|no|
1840|light papaya azure burnished misty|Manufacturer#2           |Brand#22  |MEDIUM PLATED BRASS|49|MED CASE  |92.00|no|
1841|yellow metallic chocolate goldenrod royal|Manufacturer#4           |Brand#41  |LARGE BRUSHED TIN|35|WRAP JAR  |92.00|no|
1842|powder thistle ghost cornflower chocolate|Manufacturer#1           |Brand#15  |STANDARD BRUSHED TIN|6|WRAP BAG  |92.00|no|
1843|chocolate burnished lemon drab chartreuse|Manufacturer#1           |Brand#13  |SMALL BURNISHED BRASS|45|WRAP CASE |92.00|no|
1844|blue orchid rose chocolate spring|Manufacturer#4           |Brand#41  |PROMO BURNISHED STEEL|2|MED PACK  |92.00|no|
1845|royal khaki salmon black peru|Manufacturer#5           |Brand#51  |SMALL PLATED BRASS|40|MED CASE  |92.00|no|
1846|puff turquoise thistle red light|Manufacturer#1           |Brand#15  |STANDARD BURNISHED STEEL|45|JUMBO PKG |93.00|no|
1847|yellow white puff orange rosy|Manufacturer#3           |Brand#33  |SMALL POLISHED COPPER|48|WRAP BOX  |93.00|no|
1848|sky smoke rose forest linen|Manufacturer#5           |Brand#53  |PROMO BRUSHED COPPER|11|JUMBO BOX |93.00|no|
1849|wheat slate ghost drab dodger|Manufacturer#4           |Brand#42  |SMALL POLISHED TIN|24|MED PACK  |93.00|no|
1850|plum forest olive orchid ivory|Manufacturer#5           |Brand#51  |SMALL BURNISHED COPPER|1|SM PKG    |93.00|no|
1851|honeydew thistle ivory pale magenta|Manufacturer#3           |Brand#34  |MEDIUM BURNISHED NICKEL|3|JUMBO JAR |93.00|no|
1852|blue turquoise tomato smoke orchid|Manufacturer#5           |Brand#52  |ECONOMY PLATED TIN|23|LG CAN    |93.00|no|
1853|lawn beige grey royal cyan|Manufacturer#4           |Brand#44  |MEDIUM PLATED TIN|34|WRAP PACK |93.00|no|
1854|goldenrod metallic rose white moccasin|Manufacturer#2           |Brand#24  |PROMO POLISHED BRASS|14|WRAP PKG  |93.00|no|
1855|tan dodger grey rosy hot|Manufacturer#2           |Brand#21  |MEDIUM ANODIZED TIN|9|MED CASE  |94.00|no|
1856|dodger smoke spring rosy turquoise|Manufacturer#5           |Brand#54  |STANDARD BURNISHED COPPER|31|MED BAG   |94.00|no|
1857|aquamarine bisque midnight antique spring|Manufacturer#1           |Brand#13  |STANDARD PLATED NICKEL|48|WRAP PACK |94.00|no|
1858|thistle black lavender orange ivory|Manufacturer#2           |Brand#24  |ECONOMY POLISHED STEEL|15|WRAP CASE |94.00|no|
1859|lawn turquoise blanched sienna smoke|Manufacturer#1           |Brand#14  |LARGE ANODIZED NICKEL|20|SM JAR    |94.00|no|
1860|cream chartreuse lawn beige plum|Manufacturer#5           |Brand#55  |LARGE ANODIZED TIN|26|SM BAG    |94.00|no|
1861|violet deep blanched drab white|Manufacturer#1           |Brand#11  |PROMO ANODIZED BRASS|3|LG DRUM   |94.00|no|
1862|royal black deep tan blanched|Manufacturer#5           |Brand#51  |STANDARD POLISHED COPPER|8|MED JAR   |94.00|no|
1863|powder misty linen wheat coral|Manufacturer#5           |Brand#54  |ECONOMY POLISHED BRASS|49|JUMBO BOX |94.00|no|
1864|almond hot peach cornflower antique|Manufacturer#5           |Brand#51  |SMALL ANODIZED COPPER|20|JUMBO BAG |95.00|no|
1865|cornflower honeydew lavender ivory royal|Manufacturer#3           |Brand#32  |PROMO ANODIZED TIN|39|MED PACK  |95.00|no|
1866|misty red seashell ivory navy|Manufacturer#4           |Brand#41  |MEDIUM PLATED TIN|18|MED JAR   |95.00|no|
1867|mint pale dim chiffon indian|Manufacturer#5           |Brand#53  |LARGE PLATED STEEL|49|WRAP CAN  |95.00|no|
1868|orange snow chiffon steel drab|Manufacturer#3           |Brand#32  |ECONOMY BURNISHED STEEL|16|JUMBO JAR |95.00|no|
1869|gainsboro dark cornflower aquamarine olive|Manufacturer#2           |Brand#25  |SMALL ANODIZED STEEL|6|JUMBO DRUM|95.00|no|
1870|red lime thistle firebrick lavender|Manufacturer#3           |Brand#34  |LARGE BURNISHED TIN|49|SM DRUM   |95.00|no|
1871|medium gainsboro lace slate frosted|Manufacturer#1           |Brand#14  |SMALL ANODIZED BRASS|21|JUMBO JAR |95.00|no|
1872|frosted drab mint powder metallic|Manufacturer#2           |Brand#22  |LARGE BURNISHED TIN|45|WRAP CAN  |95.00|no|
1873|smoke slate moccasin brown magenta|Manufacturer#1           |Brand#12  |SMALL PLATED NICKEL|48|MED PACK  |96.00|no|
1874|sky brown seashell papaya sandy|Manufacturer#2           |Brand#25  |PROMO PLATED NICKEL|3|SM BAG    |96.00|no|
1875|blue peach smoke coral cream|Manufacturer#2           |Brand#25  |PROMO ANODIZED STEEL|26|MED CAN   |96.00|no|
1876|lime magenta deep violet dark|Manufacturer#5           |Brand#51  |PROMO BRUSHED STEEL|50|MED CASE  |96.00|no|
1877|lawn moccasin almond lavender yellow|Manufacturer#5           |Brand#54  |MEDIUM BURNISHED BRASS|7|JUMBO PACK|96.00|no|
1878|lavender dodger seashell orchid smoke|Manufacturer#5           |Brand#55  |STANDARD BURNISHED TIN|10|MED BAG   |96.00|no|
1879|sienna ivory metallic cyan orchid|Manufacturer#5           |Brand#51  |STANDARD BURNISHED STEEL|10|MED CAN   |96.00|no|
1880|white azure rosy blanched lawn|Manufacturer#3           |Brand#34  |ECONOMY ANODIZED NICKEL|27|SM PKG    |96.00|no|
1881|puff snow floral drab powder|Manufacturer#5           |Brand#52  |LARGE POLISHED NICKEL|41|LG BAG    |96.00|no|
1882|smoke salmon red pale linen|Manufacturer#4           |Brand#42  |LARGE POLISHED NICKEL|1|JUMBO BAG |97.00|no|
1883|metallic peru pink thistle chartreuse|Manufacturer#3           |Brand#35  |LARGE BRUSHED COPPER|39|LG DRUM   |97.00|no|
1884|saddle blanched beige khaki salmon|Manufacturer#3           |Brand#34  |ECONOMY PLATED NICKEL|47|LG PKG    |97.00|no|
1885|frosted beige moccasin dim burnished|Manufacturer#3           |Brand#32  |LARGE BRUSHED BRASS|31|LG JAR    |97.00|no|
1886|bisque rose tan midnight antique|Manufacturer#4           |Brand#44  |MEDIUM ANODIZED TIN|43|JUMBO DRUM|97.00|no|
1887|tan honeydew azure orchid plum|Manufacturer#4           |Brand#42  |ECONOMY PLATED BRASS|46|WRAP BOX  |97.00|no|
1888|royal gainsboro green orange yellow|Manufacturer#5           |Brand#52  |LARGE PLATED TIN|9|SM BAG    |97.00|no|
1889|papaya lime almond pale lawn|Manufacturer#4           |Brand#41  |PROMO ANODIZED NICKEL|35|LG BAG    |97.00|no|
1890|aquamarine drab dodger midnight rose|Manufacturer#1           |Brand#13  |STANDARD BURNISHED NICKEL|35|JUMBO CAN |97.00|no|
1891|sky cornsilk white khaki goldenrod|Manufacturer#4           |Brand#41  |PROMO BURNISHED COPPER|20|WRAP CAN  |98.00|no|
1892|slate deep lawn beige honeydew|Manufacturer#1           |Brand#14  |PROMO BRUSHED NICKEL|37|LG BOX    |98.00|no|
1893|thistle burlywood smoke pink mint|Manufacturer#5           |Brand#52  |MEDIUM BURNISHED BRASS|48|MED JAR   |98.00|no|
